examType;section;part;themeName;name;questions
general;speaking;2;Body & Mind;Watching sports;"Talk about a sport you like doing or watching. You should say:
	How you first became interested in it
	Why you are interested in it
	What equipment and skills are needed for it
And say if you think it is an easy sport to do or not, and why"
general;speaking;2;Body & Mind;Popular sports you’ve never tried;"Talk about a sport many people enjoy but you have never tried. You should say:
	What equipment is needed for it
	What some of the rules are
	What kinds of people this sport is popular with
And say if you think you will do this sport in the near future or not, and why"
general;speaking;2;Body & Mind;Interesting sports you’ve never tried;"Talk about a sport that interests you but you have never tried. You should say:
	Where it is usually played
	What kinds of people usually play it
	Why it interests you
And say if you think you will ever do this sport or not, and why"
general;speaking;2;Body & Mind;Your illness or injury;"Describe your (or your friend's) experience with an illness or injury. You should say:
	What it was
	When it happened
	How you (or your friend) handled it
and say how do you feel about it now."
general;speaking;2;Body & Mind;Healthy habits ;"Describe something healthy you enjoy doing.You should say:
	What you do
	Where you do it
	Who you do it with
and explain why you think doing this is healthy."
general;speaking;2;Body & Mind;Influence;"Describe someone who has had an important influence in your life. You should say:
	Who the person is
	How long you have known him or her
	What qualities this person has
and explain why this person has had such an influence on you."
general;speaking;2;Body & Mind;Memory;"Describe an occasion when you forgot something important.You should say:
	what you forgot
	how important it was
	Some possible reasons why you forgot it"
general;speaking;2;Clothes & accessories;Favourite clothes;"Describe your favorite piece of clothing. You should say:
	Where you got it
	Do you often wear it
	When you wear it
And explain why it is your favorite piece of clothing."
general;speaking;2;Clothes & accessories;Bags;"Describe a bag you want to own.
You should say:
what kind of bag it is
where you want to buy it
how much it will cost you
and explain why you want this kind of bag."
general;speaking;2;Clothes & accessories;Unusual clothes;"Describe a person who wears unusual clothes.
You should say:
Who he/she is
How you know him/her
What kind of clothes he/she wears
Why you consider that his/her clothing choices are unusual"
general;speaking;2;Clothes & accessories;Peace of clothing;"Describe a piece of clothing you wear often.
You can say:
What it is
What it looks like
How you got it
And say why you wear it so often "
general;speaking;2;Clothes & accessories;Uniform;"Describe a time you had to wear a uniform.
You can say:
When it was
Where it was
What uniform you had to wear
And how you felt about the uniform"
general;speaking;2;Things & Objects;Furniture;"Describe a piece of furniture that you own.You should say:
	what it is
	where you bought it
	how you use it
and explain why you like it."
general;speaking;2;Things & Objects;Products;"Describe something which is produced in your country, such as a food, a handicraft, or a car.You should say:
	what it is
	what it is used for
	how it is made or produced
and explain why your country produces this thing."
general;speaking;2;Things & Objects;Gifts;"Describe a present that you gave someone. You should say:
	Who you gave it to
	Why you decided to give them a present
	Why you chose that present
And say how that present compares to other presents you have given that person or other people"
general;speaking;2;Things & Objects;Things;"Describe something you own which is very important to you. You should say:
	where you got it
	how long you have had it
	what you use it to do
And explain why it is important to you."
general;speaking;2;Things & Objects;Thing you want;"Describe something you don’t have now but would really like to own in the future.
You should say:
- What this thing is
- How long you have wanted to own it
- Where you first saw it
And explain why you would like to own it."
general;speaking;2;Things & Objects;Traditional products;"Talk about a traditional product which is very popular in your country. You should say
	What the product is
	How it is made
	Why it is popular"
general;speaking;2;Food & Eating;Food;"Describe a famous food from your hometown or country. You should say:
	What it looks like
	What it tastes like
	When and how it is usually eaten
And say why you think it is famous"
general;speaking;2;Food & Eating;Vegetable;"Describe a plant, vegetable or crop that you are familiar with. You should say:
	Where it grows
	Why is it important
	What you like or dislike about it
And explain why it is important for your country."
general;speaking;2;Food & Eating;New food;"Describe a time when you tried a new food for the first time.
You should say:
what you ate
Where you ate it
What it tasted like
And explain whether or not you liked this food."
general;speaking;2;Food & Eating;Favourite snacks;"Describe a snack food you enjoy.
You should address:
What the food is.
What it tastes like.
How often you eat it.
And explain why you enjoy this food."
general;speaking;2;Work, Business, Money & Shopping;Advertisment;"Describe an advertisement that persuaded you to buy a product. You should say
	What advertisement it was
	Was it shown on TV, radio or newspaper
	What was good about that advertisement
Explain why you think that advertisement made the product seem attractive."
general;speaking;2;Work, Business, Money & Shopping;Business;"Describe a small business you want to start.You should say:
	what business it would be
	when you want to start it
	why you have not you started it yet
and explain why you want to start this business."
general;speaking;2;Work, Business, Money & Shopping;Company;"Describe an organization or a company that you know. Please say
	How big is it?
	Do you find this company to be successful? Why?
	What can you say about the working environment there?"
general;speaking;2;Work, Business, Money & Shopping;Money;"Describe what you would do if you received a very large amount of money. You should say:
	who you would share it with
	what you would buy
	what else you would do
and explain how you would feel about getting so much money."
general;speaking;2;Work, Business, Money & Shopping;Dream job;"Describe your dream job. You should say:
	What kind of things you would do in that job
	What the working conditions would be like
	What kind of workplace you would work in
And say if you think you will be able to get a job like that or not, and why"
general;speaking;2;Work, Business, Money & Shopping;Dream workplace;"Describe your dream workplace. You should say:
	What it would look like           
	What facilities it would have
	Where it would be
And say if you think you will ever work in a place like that or not, and why"
general;speaking;2;Work, Business, Money & Shopping;Unfamiliar job;"Talk about a job you have done or know about. You should say:
	What people do in that job
	What kind of place they work in
	What clothes and equipment they need
And say if you think it is a satisfying job to do or not, and why"
general;speaking;2;Work, Business, Money & Shopping;Jobs in your family;"Talk about a job someone in your family does. You should say:
	How long that person has been doing that job
	What the good things about that job are
	What the difficulties of doing that job are
And say if you think that person enjoys their job or not, and why"
general;speaking;2;Work, Business, Money & Shopping;Working experience;"Describe a workplace you have worked in or know about. You should say:
	What the building looks like
	What is inside the building
	What things there are to do in the local area
And say if you think it is a good place to work or not, and why"
general;speaking;3;Home & Hometown;Social problems;"What social problems are there in your country?
What about poverty? What can be done to alleviate poverty?
Are there many charities in your country?
Let’s move on to talk about the overpopulation problem. Why do so many people move to live in cities?
What problems does overpopulation cause?
Finally, let’s talk about crime. What is the difference between major and minor crime?
Do you think all criminals should go to prison?"
general;speaking;3;Home & Hometown;Urban planning;"How important is urban planning for a city?
What are the possible drawbacks of not having a good plan?
How do cities in your country differ?
What effect do businesses have on urban planning?
How can people make their voices heard when it comes to urban planning?"
general;speaking;3;Home & Hometown;Neighbourhood;"Do you like the neighbourhood you live in now?
How could you improve your neighbourhood? 
Do you prefer to live in a mostly residential area or an area with homes and commerce? 
How do you think your neighbourhood will change in the future? 
Is it common for people to live in the same neighbourhood their whole lives in your country?"
general;speaking;3;Home & Hometown;Housework;"Who does the housework in your home? 
What are the benefits of having a tidy house?  
Are there any chores that you enjoy doing? 
Do you think it's important to give children chores? 
Do you think mundane household chores will ever be done my machines? "
general;speaking;3;Places;City;"In your opinion, what makes a city a good one to live in?
What are the advantages of living in a city?
Let’s move on from the positive aspects of cities to the negative aspects of cites. In your opinion, what are the negative aspects of crowded cities?
How can governments improve living standards in crowded cities?
What about air quality? What can people do to improve the air quality in the city?"
general;speaking;3;Places;Historic place;"How do people in your country feel about protecting historic buildings?
Do you think an area can benefit from having an interesting historic place locally? In what way?
What do you think will happen to historic places or buildings in the future? Why?
How were you taught history when you were at school?
Are there other ways people can learn about history, apart from at school? How?
Do you think history will still be a school subject in the future? Why?"
general;speaking;3;Places;Restaurants;"Do many people eat in restaurants in your country?
Why do some people enjoy eating out?
Is it expensive to eat out in your country?
Let’s move on from eating in restaurants to cooking at home. Do you like to cook at home?
Nowadays, more and more people are unwilling to cook. Why is this happening?
What’s the difference between restaurant food and home-cooked food?"
general;speaking;3;Places;A crowded place;"Are you comfortable being in crowded places?
What are some crowded places in your city that you avoid going to?
Do you think crowded places are becoming more common in modern society? Why or why not?
What are some potential dangers of being in crowded places?
What measures do you think can be taken to make crowded places safer and more comfortable for people?
Do you think cities should limit the number of people who can visit popular tourist attractions or shopping areas to avoid overcrowding? Why or why not?"
general;speaking;3;Nature, Animals & The Environment;Environment;"What are some of the main environmental problems in your county?
Why should people be concerned about the environment?
How can people protect the environment?
Do you think money should be spent on protecting animals?
Do you think more should be done to protect natural scenic spots in your country?
Let’s move on to water pollution. Is water pollution a problem in your country?
What can individuals do to try and ensure water is kept clean?
Do you think problems with the cleanliness of water will improve in the future?"
general;speaking;3;Nature, Animals & The Environment;People impact on environment;"Why do people throw rubbish the streets?
How can people be encouraged to not litter?
What are the results of littering?
What steps has your government taken to make people pick up after themselves?
Do the efforts of a single person have an impact on the world as a whole?"
general;speaking;3;Nature, Animals & The Environment;Gardens;"Do people in your country usually have gardens in their homes?
Which age group visits gardens the most?
Is it good for people to take care of a garden?
Why do people grow their own plants at home sometimes?
Is it common for people in your country to grow fruits and vegetables at home?"
general;speaking;3;Nature, Animals & The Environment;Individuals and the Ebironment;"What are the main environmental problems we face today?
What can individuals do to protect the environment?
How much do politicians in your country care about the environment?
Should nations work together to protect the environment?
What are the roadblocks to this?"
general;speaking;3;Nature, Animals & The Environment;Space exploration;"Does your country have a space program? 
Do you think it is likely that in the future we will have space tourism open to the general public? Why?
How about colonising another planet. Do you believe humans need to find another planet to live on? Why? 
If you had the chance would you like to go up into space? Why?"
general;speaking;3;Travel & Transport;Transportation;"Have the types of transportation people use changed much over the last few decades?
How has transportation improved in recent years?
Do you think transportation is likely to continue to improve in the future?
What is your take on introducing transportation passes?
Let’s move on to the transportation system in your country. It is faster to travel by public transportation or by car in your country?
What are the impacts of Uber on transportation in your country?"
general;speaking;3;Travel & Transport;Travel;"Why do some people prefer to travel abroad rather than travel in their own country?
Do you think traveling to another country can change the way that people think?
Do you think it’s safer to travel today than in the past?
Let’s move on to tourism. What are some famous tourist spots in your country?
What are the positive impacts of tourism in your country?
What are the negative impacts of tourism in your country?
What can you say about the future of the tourism industry in your country?"
general;speaking;3;Travel & Transport;travel in your country;"How easy is it to travel around your country?
Which method of travel do you consider the safest? Why?
Has travel become safer in recent years than that was in the past?
What are the pros and cons of low-cost air travel?
How do you think people will travel in the future?
Should the government in a country focus more on rail transports or road transports? Why?"
general;speaking;3;Travel & Transport;Public transportation;"Do old or young people use public transportation more?
What are the drawbacks of private vehicles?
How could public transportation be improved?
Should city planners consider public transport when designing cities?
What can the government do to improve public transport outside of urban areas?"
general;speaking;3;Family, friends & Other people;Family;"Is family important in your country?
Who should be responsible to care for the elderly? Should it be the family or the government?
How has the size of the average family changed in your country in the last few decades?
How do you think families will change in the future?
Let’s move on to the roles of different family members. Should husbands and wives have different roles within the family?
What role do grandparents play in the family in your country?"
general;speaking;3;Family, friends & Other people;Rules;"Why do we have rules in society?
Do you think it's necessary to set up rules about overworking people?
What are some examples of rules that exist in many families?
What are some rules that exist in schools or workplaces in your country?
Do you think that the students themselves should have a say in what kinds of school rules there are?"
general;speaking;3;Family, friends & Other people;Parenting;"For parents, what is important when bringing up their children?
Do you think mothers and fathers have different roles to play in bringing up a child?
Let’s move on to education of children. Do you think hitting children is sometimes necessary for discipline?
Do you think sweets are a good thing to reward children with?
Do you think parents spend too much on buying toys for their children?"
general;speaking;3;Family, friends & Other people;Friends;"What is the importance of friends?
Would you like to have a few very good friends or a lot of just friends?
If you had a problem, would you go to your friends or family? Why?
Do you think it is always better to talk to your friends about such a problem?
Is it important to have friends from other countries?"
general;speaking;3;Family, friends & Other people;Help;"Do you like helping others?
Do you think people are less willing to help others these days compared to the past?
Do people today trust others as much as they used to in the past?
How do people in your community help each other?
Let’s move on to the topic of educating children to help people. In your view, should children be taught to help others?
In your opinion, how can we encourage children to help others?
What about students? How can students, such as high-school students, help each other?"
general;speaking;3;Scools & Studies;History;"Do you think history is important?
Do you like to learn about history?
What do you think we can learn by studying history?
Let’s move on to different ways of learning about history. In your opinion, how can people learn about history?
Do you think people can learn history from films or TV programs?
Do you think the internet is a good place to learn about history?
What is the effect of technology on how people learn about history?"
general;speaking;3;Scools & Studies;School;"Is higher education too expensive in your country?
Should all students pay for their university education?
Can you compare the education your parents had with the education that you received?
What changes do you think will happen in the classrooms of the near future?
Let’s move on to university education. What advantages do universities bring to society?
Which is more important, research or teaching?
What makes a good university student?"
general;speaking;3;Scools & Studies;Science;"Do you think science is important?
Do you think science can change our society?
Which area of science has been the most important in the last one hundred years?
Let’s move on to talk about inventions. What do you think have been some of the most important inventions in the past 100 years or so?
Why do you think some inventions have not been successful in the marketplace?
Do you think it's good that new inventions are appearing so often?
Do you think there will be any negative effects resulting from future technology?"
general;speaking;3;Scools & Studies;Teacher;"How well-respected are teachers in your society?
Do you think teachers get paid enough money in your country?
What role should the teacher have in the classroom?
In your opinion, what are the most important qualities for a good teacher to have?
Let’s move on to teaching aspects. In your opinion, how can a teacher make lessons for children more interesting?
Do you think computers will one day replace teachers in the classroom?"
general;speaking;3;Free time, hobbies & Skills;Art;"How do people in your country feel about art?
Do people in your country prefer music over art?
What are some traditional art forms in your country?
How has art changed in the past few decades in your country?
Let’s move on from art in your country to art education. Do you think children should study art in school?
How can children benefit from learning about art?
Do you think the government should provide support for art and cultural activities?"
general;speaking;3;Free time, hobbies & Skills;Books;"Do people read more nowadays?
Do you read before going to bed?
In your opinion, how will e-books affect paper books?
What's the difference between films and books?
Let’s move on to the topic of traditional literature in your country.  What is one example of traditional literature in your country?
Do you like reading the traditional literature of your country?"
general;speaking;3;Free time, hobbies & Skills;Holidays;"First of all, why do people go on holiday?
How important is it for families to go on holiday together?
Why do some people go on holiday alone?
How have holidays changed over the past few decades?
What kind of holidays will be popular in the future?
Let’s move on to talk about taking holidays in foreign country. Do you think is it better to take a holiday in your own country or in a foreign country?
What problems can people have on holiday in a foreign country?"
general;speaking;3;Free time, hobbies & Skills;Party;"When do people usually have parties in your country?
What makes a good party?
What are the main reasons why people organise family parties in your country?
In some places people spend a lot of money on parties that celebrate special family events. Is this ever true in your country? Do think this is a good trend or a bad trend?
How important is it to celebrate important events with a group of people?
Why do some people think that national celebrations are a waste of government money? Do you agree or disagree with this view? Why?"
general;speaking;3;Free time, hobbies & Skills;Plans;"In general, do you think planning is important?
Do you think people should make highly detailed plans or just general plans?
What types of people like to make plans?
Why do you think some people dislike making plans?
Let’s move on from planning to career plans. Do you think it's important for a person to have a career plan?
How do most people plan their futures in their education and careers?
Do you think it's important for young people to get advice from their parents when planning a career?"
general;speaking;3;Free time, hobbies & Skills;Parties;"Which types of parties are popular in your country?
Is it true that everybody likes parties?
Do you prefer receiving emails or birthday cards on your birthday? 
How does alcohol affect the atmosphere of a party? 
Is music important to a party?
Quiet Places
Why do old people prefer quiet places?
What are the main causes of noise in cities?
Why are suburbs quieter?
Why might some people not enjoy quiet places?
Will cities be nosier in the future?"
general;speaking;3;Technology;Electronic devices;"What are the most popular electronic devices in today’s world?
What devices do you think will be popular in the future?
Let’s move on to the role of electronic devices in today’s society. Do you think people spend too much money on electronic devices?
In what ways can electronic devices make our lives harder?
What would the world be like without computers?
Should children be taught to use computers at school?"
general;speaking;3;Technology;Machine;"What kinds of machines are used for housework in modern homes in your country?
How have these machines benefited people? Are there any negative effects of using them?
Do you think all new homes will be equipped with household machines in the future? Why?
Let’s move on to technology. Do you think people rely too much on technology?
Do you think men and women view technology differently?
Finally, let’s talk about the impact of technology on employment. How have developments in technology affected employment in your country?
Some people think that technology has brought more stress than benefits to employed people nowadays. Do you agree or disagree with this statement?"
general;speaking;3;Technology;Information;"How did people find out information in the past?
How has that changed now?
Do people today rely too much on online information?
Can a personal diary be a reliable source of information?
How do historians verify the information they come across?"
general;speaking;3;Technology;Smartphones;"When should parents allow their children to have a phone?
Are there are places in your country where phones are not allowed?
How can phones be disruptive sometimes?
Do people in your country often switch off their phones?
Are people often impolite with their phone use?"
general;speaking;3;Media & Entertainment;Internet;"How do you think the Internet will change people's buying habits in the future?
What are the pros and cons of shopping online?
Is the Internet important for education?
Do you think parents should supervise their children’s use of the Internet?
What's the best age for children to use the Internet?
Why do children start using the Internet very early nowadays?
Let’s move on to what people do on the Internet. What do you think people do on the Internet?
What about elderly people? Do elderly people use the Internet very much?"
general;speaking;3;Media & Entertainment;Music;"What kind of music is popular in your country?
How does pop music now compare to when you were growing up?
Is foreign music or music from your country more popular with people your age?
Let’s move on to the role of government on music. Do you think is it necessary for the government to require all children to learn music?
Do you think the government needs to do more to preserve traditional music? What could they do?
Finally, let’s talk about illegal downloading of music. There's a lot of pirated music. Do you agree that we should support official music?
What are some possible advantages and disadvantages of being stricter about the illegal downloading of music?
Do you think CDs will have any role in the music industry in the future?"
general;speaking;3;Media & Entertainment;News;"How do people get their news in today’s society?
How do you think people will get their news in the future?
How does modern technology affect the delivery of news?
Do you believe everything you read in the newspaper?
Let’s move on to the topic of good news. In your opinion, when do people share good news?
How do people share good news?"
general;speaking;3;Media & Entertainment;TV;"Tell me about the types of programmes that are generally on television in your country.
Do you think state or private television is better?
Let’s move on from TV programmes to television in general. How has TV changed our lives?
Do you think TV influences the way we think?
Should children be allowed to watch a lot of TV?
Are all people on TV famous?"
general;speaking;3;Body & Mind;Changes;"Do you think change is good?
What are some of the major changes that occur to people throughout their lives?
Is your country changing rapidly?
In what ways have changes in technology changed people's lives?
Why do old people not accept change?"
general;speaking;3;Body & Mind;Decision;"Why do some people find it hard to make decisions?
How important is it to get advice from other people when making decisions?
Why is it sometimes difficult to accept advice?
What are some of the most important decisions young people have to make?
Do you agree that parents should make important decisions for their children?
Is it better to make a decision thinking about what you want or thinking about what other people want?"
general;speaking;3;Body & Mind;Exciting experience;"Can you compare some exciting activities people do now with activities people did 20 years ago?
Why do some people enjoy doing dangerous sports?
Do you think some dangerous activities should be banned?
Let’s move on from exciting activities to people doing new things in general. Should people try doing new things?
What problems can people have when they try new activities for the first time?
Do you think it’s best to do new things on your own or with other people?"
general;speaking;3;Body & Mind;Late;"What is the general attitude towards arriving somewhere late in your country?
What is an example of a time that it is very important for people to arrive on time in your country?
Can you suggest some ways to make sure you are not late for anything?
Let’s move on to how modern technology influences the way that people manage time. Do you think computers make it easier or more difficult to manage time?
How can modern technology help people arrive early?
Do you think it is easy to manage your time in the modern world?"
general;speaking;3;Body & Mind;Health;"How can people improve their health?
Do elderly people exercise much in your country?
Do you think all illnesses can be prevented?
Do you think that illnesses will be less common in the future?
Do you think healthcare should be free?
What makes someone a good doctor?"
general;speaking;3;Body & Mind;Memory;"Do you think it's important to have a good memory?
Why do sometimes people forget things?
Which do you think is more important to remember, a business meeting or a meeting with a friend?
Are there any things that are especially important for people to memorize?
Let’s move on from memory to family history. Why do people want to remember their family history?
What can you do to learn more about your family history?"
general;speaking;3;Body & Mind;Influence;"What types of people influence the young in your country?
What type of people, such as parents, teachers, or friends, are best to influence young people’s behavior?
Why it is important for young people to have role models?
What do you think young people will be influenced by the most in the future?"
general;speaking;3;Body & Mind;Sports;"What types of sports are popular in your country?
Do you think the types of sports that are popular will change in the future?
Let’s move on to talk about some positive aspects of sports. In your opinion, what are the benefits of playing a sport?
What about cultural aspects? How can sports bring people from different countries closer together?
Do you think old people can keep fit by playing sports or exercising?
Finally, let’s talk about Olympic Games. How are the Olympic players trained in your country? Do they usually start training when they are born?
Why would somebody dislike watching the Olympic Games?"
general;speaking;3;Clothes & accessories;Clothes;"Can clothing tell you much about a person in your country?
Do people still wear traditional clothing in your country?
How has clothing fashion changed in your country over the last few decades?
Let’s move on from clothing to uniforms. Why do some companies ask their staff to wear uniforms?
What are the advantages and disadvantages of having uniforms at work?
For which jobs are people required to wear a uniform in your country?
Do you think people are treated differently when they are in uniform?"
general;speaking;3;Clothes & accessories;Fashion;"Why are designer bran clothes popular?
Why are these brands so expensive?
How has fashion changed in your country?
Is it important for designers to stay up to date with the latest fashions?
Is fashion more important than adapting your clothes to the weather?"
general;speaking;3;Clothes & accessories;Beauty;"What is beauty for you? 
Do you think the media influences our idea of beauty? 
Do you think advertisements portrayal of beauty is correct? 
How has people’s idea of beauty changed over the last few decades?
Do you think beauty only relates to a person’s appearance? "
general;speaking;3;Clothes & accessories;Clothes & Fashion;"Do you think that fashion trends are important? Why or why not?
Do you think you can tell about someone’s personality based on their fashion choices? 
Have you ever worn an outfit that you later regretted? What was it and why did you regret it?
What kind of clothing do you think is appropriate for different occasions, like job interviews or weddings?
Do you think that people dressed more formally nowadays compared to the past? 
Do you think that people should be judged based on their clothing choices? Why or why not?"
general;speaking;3;Things & Objects;Furniture;"In what situations do people in your country buy furniture?
In families in your country, who usually decides what furniture to buy for the home?
How do people  in your country decide what furniture to buy for the home or office?
Do people in your country prefer traditional or modern styles of furniture?"
general;speaking;3;Things & Objects;Products;"What kinds of products are mostly imported into your country?
In your opinion, why do some people like to buy imported products?
Let’s move on to local products. What are some famous local products in your country?
Do you think a country should make everything it needs or import some things?
What are the disadvantages of a country producing everything it needs?
Finally, let’s talk about globalisation. Do you think the globalisation of industries and commerce is a good thing?
What are the impacts of globalization on international trade?"
general;speaking;3;Things & Objects;Things;"What kinds of possessions are considered high-status to people in your country?
Were different possessions thought of as valuable in the past?
Why do you think people need to show their status in society?
Let’s move on to the role of advertising. Do you think advertising influences what people buy?
Do advertisements give correct information, or do they encourage people to buy things that they may not need?
Is advertising really necessary in modern society?"
general;speaking;3;Things & Objects;Traditional products;"What different types of traditional products are produced in your country?
In you opinion, why do traditional products attract tourists?
Do you think there are benefits of traditional products to locals?
Do you think the government should help in the promotion of traditional products?
Let’s move on from traditional products to traditions. Do you think because of globalization countries are adopting each other traditions.
Did the traditional things of the past are of better quality than present day things?
Do you think it is necessary to protect traditions?"
general;speaking;3;Food & Eating;Vegetables;"What vegetables are common in your country?
Do people like to grow vegetables in your country?
How do people feel when they eat vegetables that they grew on their own?
Let’s move on to the topic of organic vegetables. As we know organic fruits and vegetables are more expensive than conventional fruits and vegetables, but they are actually worth the extra cost. Do you think organic fruit deserves a higher price?
Do you think the government should encourage farmers to grow more organic vegetables?"
general;speaking;3;Food & Eating;Food;"What are the types of food that people eat in your country.
What about foreign food? What kinds of foreign food are popular in your country?
In your country, is it important to have a meal together with your family?
Is food now better than in the past?
Let’s move on to diet and eating habits. Do you think our diet is important?
What is a balanced diet?
How are the eating habits now in your country different from eating habits in the past?
How might eating habits change in coming decades?"
general;speaking;3;Work, Business, Money & Shopping;Advertisment;"What are popular types of advertising in today’s world?
What type of media advertising do you like most?
Do you think advertising influences what people buy?
What factors should be taken into account when making advertisements?
Is advertising really necessary in modern society?
Let’s move on from types of advertising to the impact of advertising on children. How does advertising influence children?
Is there any advertising that can be harmful to children?"
general;speaking;3;Work, Business, Money & Shopping;Business;"In your opinion, do business people have to work long hours?
How do business people relax?
Let’s move on to the topic of small businesses. How can a small business grow big?
In your opinion, what kind of small businesses will young people have in the future?
In your opinion, what skills are required to start a small business?
Finally, let’s talk about globalization. What are the impacts of globalization on small and large businesses?"
general;speaking;3;Work, Business, Money & Shopping;Company;"What is the difference between big companies and small companies?
Are there many big companies in your country?
What are the good things about working for a big company?
Should big companies be punished more seriously than small companies?
Why do some people choose to work at an international company?
Let’s move on to the topic of companies’ services. How can a company maintain the quality of the service that it gives to the public?
Do you think it's important for a company to provide after-sales service?"
general;speaking;3;Work, Business, Money & Shopping;Money;"Is money important to you?
What is the relationship between money and power?
Let’s move on to teaching children about money. How do you think parents can teach the value of money to their children?
Do you think it is important to teach children money skills?
Should we let children buy whatever they want with money they’ve saved?"
general;speaking;3;Work, Business, Money & Shopping;Shopping;"Is shopping a popular activity in your country?
How have shopping habits changed over recent years?
To what extent do you think advertising affects the way people shop?
Do you think shopping habits are likely to change in the future?
Why do some people prefer to purchase brand name products produced abroad?
Is service better in large shops or in small shops?
What do people do when they get bad service?"
general;speaking;3;Work, Business, Money & Shopping;Work;"Do you think job satisfaction is more important than your salary when choosing a job?
What skills do you think are needed to get a good job these days?
Do you think that women should be able to do the same jobs as men?
What’s the difference between white collar and blue collar jobs?
What jobs do you think are most valuable to society?"